=== PHASE A: Writing known pattern, sustained hold ===
4, 195.99, 0
CHECK 2026-07-30T05:38:07.434097 matches=0 nonzero=0 1520, 248.65, 0
4, 195.98, 0
CHECK 2026-07-30T05:38:07.744535 matches=0 nonzero=0 1520, 248.53, 0
4, 195.99, 0
CHECK 2026-07-30T05:38:07.894640 matches=0 nonzero=0 1520, 248.55, 1
4, 195.99, 0
CHECK 2026-07-30T05:38:08.041742 matches=0 nonzero=0 1520, 248.88, 1
4, 196.04, 0
CHECK 2026-07-30T05:38:08.188773 matches=0 nonzero=0 1520, 248.80, 0
4, 196.06, 0
CHECK 2026-07-30T05:38:08.338149 matches=0 nonzero=0 1520, 248.89, 1
4, 195.93, 0
CHECK 2026-07-30T05:38:08.481712 matches=0 nonzero=0 1520, 248.93, 1
4, 195.93, 0
CHECK 2026-07-30T05:38:08.628800 matches=0 nonzero=0 1520, 249.11, 0
4, 195.87, 0
CHECK 2026-07-30T05:38:08.915794 matches=0 nonzero=0 1520, 249.18, 0
4, 195.78, 0
CHECK 2026-07-30T05:38:09.207584 matches=0 nonzero=0 1520, 248.71, 0
4, 195.83, 0
CHECK 2026-07-30T05:38:09.800122 matches=0 nonzero=0 1520, 248.53, 0
4, 195.85, 0
CHECK 2026-07-30T05:38:09.946492 matches=0 nonzero=0 1520, 248.45, 1
4, 195.93, 0
CHECK 2026-07-30T05:38:10.216572 matches=0 nonzero=0 1520, 248.45, 1
4, 195.92, 0
CHECK 2026-07-30T05:38:10.368761 matches=0 nonzero=0 1520, 248.67, 1
4, 195.99, 0
CHECK 2026-07-30T05:38:10.732111 matches=0 nonzero=0 1520, 248.67, 0
4, 196.02, 0
CHECK 2026-07-30T05:38:10.877505 matches=0 nonzero=0 1520, 248.87, 1
4, 196.01, 0
CHECK 2026-07-30T05:38:11.024002 matches=0 nonzero=0 1520, 248.91, 0
4, 196.02, 0
CHECK 2026-07-30T05:38:11.333114 matches=0 nonzero=0 1520, 248.61, 0
4, 195.99, 0
CHECK 2026-07-30T05:38:11.481889 matches=0 nonzero=0 1520, 248.80, 1
4, 195.98, 0
CHECK 2026-07-30T05:38:11.628654 matches=0 nonzero=0 1520, 249.00, 1
4, 195.92, 0
CHECK 2026-07-30T05:38:11.803594 matches=0 nonzero=0 1520, 248.59, 0
4, 195.94, 0
CHECK 2026-07-30T05:38:12.313545 matches=0 nonzero=0 1520, 248.53, 0
4, 195.95, 0
CHECK 2026-07-30T05:38:12.526421 matches=0 nonzero=0 1520, 248.43, 1
4, 195.98, 0
CHECK 2026-07-30T05:38:12.763797 matches=0 nonzero=0 1520, 248.28, 1
4, 196.02, 0
CHECK 2026-07-30T05:38:12.917025 matches=0 nonzero=0 1520, 248.79, 0
4, 195.95, 0
CHECK 2026-07-30T05:38:13.410275 matches=0 nonzero=0 1520, 248.58, 0
4, 195.98, 0
CHECK 2026-07-30T05:38:13.562957 matches=0 nonzero=0 1520, 248.80, 1
4, 195.98, 0
CHECK 2026-07-30T05:38:13.709094 matches=0 nonzero=0 1520, 248.83, 1
4, 195.99, 0
CHECK 2026-07-30T05:38:13.853671 matches=0 nonzero=0 1520, 248.82, 0
4, 195.99, 0
CHECK 2026-07-30T05:38:14.140612 matches=0 nonzero=0 1520, 248.82, 0
4, 196.00, 0
CHECK 2026-07-30T05:38:14.284793 matches=0 nonzero=0 1520, 249.56, 1
4, 195.99, 0
CHECK 2026-07-30T05:38:14.591900 matches=0 nonzero=0 1520, 249.32, 1
4, 195.98, 0
CHECK 2026-07-30T05:38:14.868369 matches=0 nonzero=0 1520, 248.89, 0
4, 195.96, 0
CHECK 2026-07-30T05:38:15.024237 matches=0 nonzero=0 1520, 248.07, 0
4, 196.01, 0
CHECK 2026-07-30T05:38:15.744377 matches=0 nonzero=0 1520, 247.98, 0
4, 196.00, 0
CHECK 2026-07-30T05:38:15.910921 matches=0 nonzero=0 1520, 248.07, 0
4, 195.91, 0
CHECK 2026-07-30T05:38:16.214701 matches=0 nonzero=0 1520, 248.09, 0
4, 195.91, 0
CHECK 2026-07-30T05:38:16.364576 matches=0 nonzero=0 1520, 248.46, 0
4, 195.93, 0
CHECK 2026-07-30T05:38:16.517224 matches=0 nonzero=0 1520, 248.47, 1
4, 195.93, 0
CHECK 2026-07-30T05:38:16.664322 matches=0 nonzero=0 1520, 248.91, 1
4, 195.98, 0
CHECK 2026-07-30T05:38:16.918858 matches=0 nonzero=0 1520, 248.90, 0
4, 196.00, 0
CHECK 2026-07-30T05:38:17.060314 matches=0 nonzero=0 1520, 249.19, 0
4, 195.98, 0
CHECK 2026-07-30T05:38:17.209658 matches=0 nonzero=0 1520, 249.48, 1
4, 195.97, 0
CHECK 2026-07-30T05:38:17.492107 matches=0 nonzero=0 1520, 249.25, 0
4, 195.92, 0
CHECK 2026-07-30T05:38:17.866346 matches=0 nonzero=0 1520, 249.34, 0
4, 195.92, 0
CHECK 2026-07-30T05:38:18.052490 matches=0 nonzero=0 1520, 248.90, 0
4, 195.98, 0
CHECK 2026-07-30T05:38:18.320800 matches=0 nonzero=0 1520, 248.66, 0
4, 195.95, 0
CHECK 2026-07-30T05:38:18.465214 matches=0 nonzero=0 1520, 248.74, 1
4, 195.88, 0
CHECK 2026-07-30T05:38:18.730655 matches=0 nonzero=0 1520, 248.71, 0
4, 195.84, 0
CHECK 2026-07-30T05:38:18.878052 matches=0 nonzero=0 1520, 249.12, 1
4, 195.84, 0
CHECK 2026-07-30T05:38:19.020243 matches=0 nonzero=0 1520, 248.97, 0
4, 195.90, 0
CHECK 2026-07-30T05:38:19.378434 matches=0 nonzero=0 1520, 248.91, 0
4, 195.93, 0
CHECK 2026-07-30T05:38:19.526254 matches=0 nonzero=0 1520, 249.03, 1
4, 195.94, 0
CHECK 2026-07-30T05:38:19.673854 matches=0 nonzero=0 1520, 249.34, 1
4, 195.98, 0
CHECK 2026-07-30T05:38:19.820188 matches=0 nonzero=0 1520, 249.19, 1
4, 195.99, 0
CHECK 2026-07-30T05:38:19.965002 matches=0 nonzero=0 1520, 249.70, 0
4, 195.96, 0

=== DONE ===
